e,1,524
e,2,20
e,3,31
e,4,22
e,5,17
e,6,22
e,7,21
e,8,19
e,9,18
e,10,30
e,11,21
e,12,17
e,13,17
e,14,20
e,15,22
e,16,18
e,17,22
e,18,37
e,19,19
e,20,41
e,21,30
e,22,12
e,23,19
e,24,16
e,25,17
e,26,20
e,27,12
e,28,13
e,29,19
e,30,19
e,31,13
e,32,26
e,33,12
e,34,14
e,35,18
e,36,16
e,37,14
e,38,17
e,39,31
e,40,13
e,41,66
e,42,13
e,43,15
e,44,14
e,45,19
e,46,19
e,47,12
e,48,13
e,49,20
e,50,17
e,51,23
e,52,18
e,53,18
e,54,12
e,55,8
e,56,14
e,57,12
e,58,16
e,59,11
e,60,14
e,61,11
e,62,15
e,63,13
e,64,17
e,65,15
e,66,13
e,67,20
e,68,16
e,69,16
e,70,30
e,71,14
e,72,12
e,73,17
e,74,13
e,75,12
e,76,11
e,77,8
e,78,20
e,79,21
e,80,28
e,81,26
e,82,15
e,83,14
e,84,19
e,85,18
e,86,17
e,87,16
e,88,10
e,89,25
e,90,12
e,91,13
e,92,16
e,93,15
e,94,11
e,95,15
e,96,18
e,97,12
e,98,14
e,99,13
e,100,14
e,101,14
e,102,21
e,103,52
e,104,22
e,105,16
e,106,15
e,107,19
e,108,16
e,109,15
e,110,15
e,111,21
e,112,16
e,113,11
e,114,12
e,115,12
e,116,11
e,117,13
e,118,14
e,119,11
e,120,12
e,121,10
e,122,20
e,123,23
e,124,25
e,125,14
e,126,12
e,127,34
e,128,15
e,129,11
e,130,12
e,131,14
e,132,6
e,133,14
e,134,11
e,135,11
e,136,13
e,137,15
e,138,21
e,139,12
e,140,14
e,141,16
e,142,11
e,143,6
e,144,20
e,145,11
e,146,10
e,147,12
e,148,11
e,149,10
e,150,11
e,151,13
e,152,11
e,153,13
e,154,8
e,155,18
e,156,18
e,157,15
e,158,11
e,159,11
e,160,12
e,161,48
e,162,18
e,163,29
e,164,28
e,165,7
e,166,16
e,167,10
e,168,11
e,169,13
e,170,10
e,171,10
e,172,10
e,173,11
e,174,10
e,175,10
e,176,8
e,177,10
e,178,12
e,179,11
e,180,10
e,181,11
e,182,10
e,183,12
e,184,50
e,185,10
e,186,10
e,187,8
e,188,12
e,189,11
e,190,10
e,191,12
e,192,17
e,193,13
e,194,15
e,195,12
e,196,10
e,197,11
e,198,13
e,199,12
e,200,10
e,201,11
e,202,10
e,203,14
e,204,11
e,205,11
e,206,10
e,207,10
e,208,16
e,209,7
e,210,11
e,211,11
e,212,9
e,213,25
e,214,12
e,215,15
e,216,13
e,217,19
e,218,11
e,219,12
e,220,8
e,221,33
e,222,11
e,223,19
e,224,15
e,225,29
e,226,29
e,227,13
e,228,11
e,229,12
e,230,10
e,231,7
e,232,11
e,233,10
e,234,18
e,235,11
e,236,12
e,237,16
e,238,23
e,239,12
e,240,10
e,241,10
e,242,7
e,243,14
e,244,15
e,245,10
e,246,11
e,247,14
e,248,10
e,249,9
e,250,20
e,251,12
e,252,10
e,253,9
e,254,12
e,255,12
e,256,18
e,257,10
e,258,9
e,259,12
e,260,10
e,261,12
e,262,10
e,263,11
e,264,6
e,265,12
e,266,12
e,267,23
e,268,10
e,269,10
e,270,12
e,271,10
e,272,18
e,273,15
e,274,13
e,275,7
e,276,15
e,277,13
e,278,11
e,279,21
e,280,10
e,281,10
e,282,13
e,283,13
e,284,12
e,285,13
e,286,10
e,287,22
e,288,29
e,289,14
e,290,10
e,291,10
e,292,17
e,293,12
e,294,13
e,295,11
e,296,9
e,297,6
e,298,11
e,299,12
e,300,11
e,301,11
e,302,13
e,303,12
e,304,17
e,305,10
e,306,9
e,307,11
e,308,9
e,309,13
e,310,12
e,311,14
e,312,17
e,313,11
e,314,11
e,315,11
e,316,18
e,317,16
e,318,11
e,319,6
e,320,26
e,321,10
e,322,10
e,323,10
e,324,10
e,325,10
e,326,11
e,327,10
e,328,25
e,329,12
e,330,9
e,331,10
e,332,13
e,333,11
e,334,11
e,335,22
e,336,12
e,337,10
e,338,10
e,339,11
e,340,11
e,341,6
e,342,11
e,343,12
e,344,10
e,345,10
e,346,10
e,347,23
e,348,36
e,349,16
e,350,15
e,351,14
e,352,7
e,353,24
e,354,10
e,355,13
e,356,12
e,357,10
e,358,12
e,359,11
e,360,13
e,361,12
e,362,17
e,363,9
e,364,21
e,365,18
e,366,18
e,367,20
e,368,21
e,369,13
e,370,10
e,371,10
e,372,25
e,373,26
e,374,11
e,375,12
e,376,11
e,377,10
e,378,10
e,379,11
e,380,10
e,381,10
e,382,12
e,383,20
e,384,22
e,385,8
e,386,19
e,387,22
e,388,19
e,389,17
e,390,12
e,391,12
e,392,11
e,393,14
e,394,11
e,395,11
e,396,7
e,397,18
e,398,17
e,399,19
e,400,10
e,401,10
e,402,9
e,403,18
e,404,16
e,405,17
e,406,11
e,407,15
e,408,47
e,409,23
e,410,18
e,411,26
e,412,11
e,413,10
e,414,18
e,415,18
e,416,11
e,417,10
e,418,6
e,419,12
e,420,11
e,421,11
e,422,11
e,423,13
e,424,11
e,425,24
e,426,19
e,427,14
e,428,12
e,429,7
e,430,13
e,431,25
e,432,17
e,433,24
e,434,22
e,435,12
e,436,13
e,437,14
e,438,25
e,439,24
e,440,19
e,441,12
e,442,10
e,443,10
e,444,11
e,445,10
e,446,10
e,447,14
e,448,12
e,449,10
e,450,12
e,451,6
e,452,11
e,453,10
e,454,18
e,455,12
e,456,10
e,457,12
e,458,15
e,459,10
e,460,10
e,461,11
e,462,6
e,463,11
e,464,13
e,465,10
e,466,28
e,467,19
e,468,17
e,469,22
e,470,10
e,471,18
e,472,12
e,473,8
e,474,10
e,475,10
e,476,30
e,477,19
e,478,10
e,479,24
e,480,21
e,481,20
e,482,27
e,483,11
e,484,7
e,485,31
e,486,24
e,487,17
e,488,14
e,489,12
e,490,10
e,491,10
e,492,10
e,493,12
e,494,12
e,495,6
e,496,20
e,497,10
e,498,15
e,499,10
e,500,10
e,501,10
e,502,14
e,503,14
e,504,14
e,505,19
e,506,11
e,507,17
e,508,16
e,509,17
e,510,14
e,511,21
e,512,32
e,513,14
e,514,47
e,515,10
e,516,10
e,517,10
e,518,10
e,519,11
e,520,13
e,521,11
e,522,12
e,523,12
e,524,15
e,525,21
e,526,9
e,527,39
e,528,6
e,529,12
e,530,10
e,531,11
e,532,10
e,533,10
e,534,9
e,535,9
e,536,14
e,537,13
e,538,27
e,539,9
e,540,12
e,541,10
e,542,11
e,543,12
e,544,12
e,545,10
e,546,10
e,547,9
e,548,10
e,549,10
e,550,10
e,551,15
e,552,12
e,553,10
e,554,10
e,555,16
e,556,14
e,557,10
e,558,10
e,559,11
e,560,11
e,561,6
e,562,22
e,563,16
e,564,18
e,565,21
e,566,10
e,567,10
e,568,11
e,569,10
e,570,9
e,571,18
e,572,15
e,573,23
e,574,16
e,575,17
e,576,12
e,577,11
e,578,10
e,579,9
e,580,12
e,581,14
e,582,16
e,583,13
e,584,14
e,585,25
e,586,30
e,587,10
e,588,18
e,589,12
e,590,14
e,591,10
e,592,26
e,593,11
e,594,10
e,595,10
e,596,13
e,597,22
e,598,9
e,599,10
e,600,13
e,601,9
e,602,15
e,603,11
e,604,11
e,605,8
e,606,17
e,607,17
e,608,24
e,609,12
e,610,10
e,611,10
e,612,18
e,613,9
e,614,11
e,615,10
e,616,6
e,617,10
e,618,10
e,619,9
e,620,13
e,621,10
e,622,10
e,623,10
e,624,10
e,625,11
e,626,12
e,627,6
e,628,12
e,629,10
e,630,13
e,631,10
e,632,24
e,633,9
e,634,14
e,635,16
e,636,9
e,637,10
e,638,8
e,639,22
e,640,27
e,641,35
e,642,21
e,643,20
e,644,48
e,645,12
e,646,16
e,647,12
e,648,9
e,649,11
e,650,12
e,651,9
e,652,9
e,653,10
e,654,13
e,655,10
e,656,16
e,657,9
e,658,12
e,659,13
e,660,8
e,661,10
e,662,9
e,663,10
e,664,12
e,665,10
e,666,9
e,667,9
e,668,10
e,669,9
e,670,10
e,671,15
e,672,9
e,673,13
e,674,10
e,675,10
e,676,9
e,677,11
e,678,12
e,679,16
e,680,22
e,681,9
e,682,7
e,683,11
e,684,10
e,685,13
e,686,10
e,687,17
e,688,23
e,689,17
e,690,15
e,691,31
e,692,20
e,693,19
e,694,39
e,695,13
e,696,21
e,697,17
e,698,11
e,699,15
e,700,21
e,701,12
e,702,17
e,703,15
e,704,17
e,705,10
e,706,10
e,707,10
e,708,11
e,709,9
e,710,9
e,711,9
e,712,11
e,713,10
e,714,13
e,715,7
e,716,16
e,717,17
e,718,13
e,719,13
e,720,13
e,721,11
e,722,11
e,723,10
e,724,13
e,725,16
e,726,11
e,727,10
e,728,69
e,729,10
e,730,13
e,731,18
e,732,11
e,733,11
e,734,14
e,735,18
e,736,16
e,737,10
e,738,11
e,739,10
e,740,15
e,741,11
e,742,10
e,743,11
e,744,11
e,745,10
e,746,11
e,747,11
e,748,11
e,749,21
e,750,17
e,751,11
e,752,15
e,753,11
e,754,20
e,755,10
e,756,21
e,757,13
e,758,10
e,759,8
e,760,10
e,761,12
